tax_id,barcode,count_melanie,species,genus,family,order,class,phylum,superkingdom,Sample_ID,Latitude,Longitude,Morphology_species,Sex,Age,Weight_g,Location_type,Date,conc_16s__PCR
14683,barcode10,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28
14683,barcode37,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R33,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4
14683,barcode60,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R56,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72
14683,barcode31,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R27,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8
14683,barcode14,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R10,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4
14683,barcode25,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R21,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19
14683,barcode35,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R31,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20
14683,barcode03,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R02,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444
14683,barcode41,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R37,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18
14683,barcode19,13.146669227361564,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R15,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8
14683,barcode56,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R52,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30
14683,barcode27,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R23,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17
14683,barcode58,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R54,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24
14683,barcode43,13.999871541033784,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R39,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5
14683,barcode15,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R11,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15
14683,barcode38,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R34,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12
14683,barcode17,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R13,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30
14683,barcode40,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R36,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11
14683,barcode29,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R25,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21
14683,barcode23,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R20,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26
14683,barcode18,46.911827131538026,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R14,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11
14683,barcode07,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38
14683,barcode54,17.302405034876134,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R50,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12
14683,barcode20,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R16,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18
14683,barcode13,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R09,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72
14683,barcode57,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R53,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27
14683,barcode01,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92
14683,barcode02,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6
14683,barcode55,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R51,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18
14683,barcode22,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R18,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7
14683,barcode12,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20
14683,barcode28,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R24,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17
14683,barcode09,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30
14683,barcode26,NA,minuta;,Christensenella,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,R22,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6
14724,barcode51,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R47,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27
14724,barcode42,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R38,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14
14724,barcode49,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R45,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16
14724,barcode08,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1
14724,barcode06,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R04,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3
14724,barcode45,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R41,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27
14724,barcode39,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R35,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2
14724,barcode50,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R46,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25
14724,barcode32,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R28,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8
14724,barcode46,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R42,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28
14724,barcode16,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R12,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7
14724,barcode11,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28
14724,barcode24,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R19,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16
14724,barcode59,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R55,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29
14724,barcode53,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R49,-22.579136,18.194229,Micaelamys_namaquesnsis,male,adult,57,Bush,26.03.2023,31
14724,barcode52,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R48,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16
14724,barcode48,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R44,-22.683512,18.161339,House_mouse,male,NA,12,Chickens,24.03.2023,38
14724,barcode04,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R03,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,22.8
14724,barcode30,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R26,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24
14724,barcode44,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R40,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18
14724,barcode36,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R32,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3
14724,barcode47,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R43,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,0.001
14724,barcode05,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R03,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,0.18
14724,barcode34,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R30,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,32
14724,barcode33,16.30733826193909,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R29,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33
14724,barcode10,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28
14724,barcode37,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R33,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4
14724,barcode60,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R56,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72
14724,barcode31,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R27,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8
14724,barcode14,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R10,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4
14724,barcode25,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R21,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19
14724,barcode35,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R31,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20
14724,barcode03,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R02,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444
14724,barcode41,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R37,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18
14724,barcode19,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R15,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8
14724,barcode56,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R52,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30
14724,barcode27,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R23,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17
14724,barcode58,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R54,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24
14724,barcode43,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R39,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5
14724,barcode15,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R11,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15
14724,barcode38,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R34,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12
14724,barcode17,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R13,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30
14724,barcode40,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R36,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11
14724,barcode29,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R25,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21
14724,barcode23,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R20,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26
14724,barcode18,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R14,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11
14724,barcode07,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38
14724,barcode54,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R50,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12
14724,barcode20,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R16,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18
14724,barcode13,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R09,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72
14724,barcode57,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R53,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27
14724,barcode01,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92
14724,barcode02,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6
14724,barcode55,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R51,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18
14724,barcode22,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R18,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7
14724,barcode12,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20
14724,barcode28,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R24,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17
14724,barcode09,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30
14724,barcode26,NA,platycodi;,Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,R22,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6
14835,barcode51,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R47,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27
14835,barcode42,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R38,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14
14835,barcode49,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R45,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16
14835,barcode08,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1
14835,barcode06,19.562923961933464,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R04,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3
14835,barcode45,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R41,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27
14835,barcode39,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R35,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2
14835,barcode50,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R46,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25
14835,barcode32,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R28,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8
14835,barcode46,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R42,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28
14835,barcode16,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R12,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7
14835,barcode11,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28
14835,barcode24,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R19,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16
14835,barcode59,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R55,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29
14835,barcode53,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R49,-22.579136,18.194229,Micaelamys_namaquesnsis,male,adult,57,Bush,26.03.2023,31
14835,barcode52,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R48,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16
14835,barcode48,418.3756907149949,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R44,-22.683512,18.161339,House_mouse,male,NA,12,Chickens,24.03.2023,38
14835,barcode04,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R03,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,22.8
14835,barcode30,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R26,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24
14835,barcode44,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R40,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18
14835,barcode36,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R32,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3
14835,barcode47,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R43,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,0.001
14835,barcode05,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R03,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,0.18
14835,barcode34,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R30,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,32
14835,barcode33,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R29,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33
14835,barcode10,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28
14835,barcode37,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R33,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4
14835,barcode60,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R56,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72
14835,barcode31,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R27,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8
14835,barcode14,NA,fluxus;,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,R10,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4
