Sample_ID_phyloseq,tax_id,count_16s,species,genus,family,order,class,phylum,superkingdom,Latitude,Longitude,Morphology_species,Sex,Age,Weight_g,Location_type,Date,conc_16s__PCR,Gene,Sample_ID,barcode_16s,is_control,sample_or_control
R10__barcode14,15159,29.79957629261825,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R21__barcode25,15159,17.45020315749983,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19,16s,R21,barcode25,FALSE,sample
R31__barcode35,15159,40.83448241,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20,16s,R31,barcode35,FALSE,sample
R02__barcode03,15159,10.000198385740603,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444,16s,R02,barcode03,FALSE,sample
R37__barcode41,15159,66.69290368702586,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
R15__barcode19,15159,202.13274294359684,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8,16s,R15,barcode19,FALSE,sample
R52__barcode56,15159,31.073366153032424,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30,16s,R52,barcode56,FALSE,sample
R23__barcode27,15159,28.34804260737709,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17,16s,R23,barcode27,FALSE,sample
R54__barcode58,15159,50.668686423784855,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R39__barcode43,15159,58.48778880112008,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,15159,28.93808978124192,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R34__barcode38,15159,77.27710181,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12,16s,R34,barcode38,FALSE,sample
R36__barcode40,15159,17.24148533857078,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11,16s,R36,barcode40,FALSE,sample
R25__barcode29,15159,53.87641693870432,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R20__barcode23,15159,53.87882056883869,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26,16s,R20,barcode23,FALSE,sample
R14__barcode18,15159,53.854531082071695,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11,16s,R14,barcode18,FALSE,sample
R05__barcode07,15159,19.001460775950857,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38,16s,R05,barcode07,FALSE,sample
R50__barcode54,15159,31.002520707905752,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12,16s,R50,barcode54,FALSE,sample
R16__barcode20,15159,22.929384458974315,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18,16s,R16,barcode20,FALSE,sample
R09__barcode13,15159,20.571833923066887,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72,16s,R09,barcode13,FALSE,sample
R53__barcode57,15159,13.395180555720284,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27,16s,R53,barcode57,FALSE,sample
R01__barcode01,15159,208.85176081498915,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92,16s,R01,barcode01,FALSE,sample
R01__barcode02,15159,46.43607983173957,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6,16s,R01,barcode02,FALSE,sample
R51__barcode55,15159,169.02479872802135,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18,16s,R51,barcode55,FALSE,sample
R18__barcode22,15159,15.080583427732892,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7,16s,R18,barcode22,FALSE,sample
R07__barcode12,15159,40.38741150042653,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20,16s,R07,barcode12,FALSE,sample
R22__barcode26,15159,294.5884642712307,NA,GCA-900066575,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R42__barcode46,1532,26.13582070392411,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16s,R42,barcode46,FALSE,sample
R19__barcode24,1532,23,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16,16s,R19,barcode24,FALSE,sample
R30__barcode34,1532,62.21000676200899,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,32,16s,R30,barcode34,FALSE,sample
R33__barcode37,1532,31.00000000000601,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4,16s,R33,barcode37,FALSE,sample
R23__barcode27,1532,15.000038809819422,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17,16s,R23,barcode27,FALSE,sample
R13__barcode17,1532,63.54452314786718,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30,16s,R13,barcode17,FALSE,sample
R09__barcode13,1532,10.999999960249486,hirae;,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72,16s,R09,barcode13,FALSE,sample
R01__barcode02,15321,14.292222787795444,NA,Lachnospiraceae UCG-010,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6,16s,R01,barcode02,FALSE,sample
R38__barcode42,15332,6942.870400963012,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14,16s,R38,barcode42,FALSE,sample
R45__barcode49,15332,55.99064807275055,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16s,R45,barcode49,FALSE,sample
R41__barcode45,15332,594.2971002148512,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R28__barcode32,15332,2084.4095088591616,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R12__barcode16,15332,109.94500141700443,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R55__barcode59,15332,19458.018976402396,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29,16s,R55,barcode59,FALSE,sample
R48__barcode52,15332,1464.1161280296028,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16,16s,R48,barcode52,FALSE,sample
R26__barcode30,15332,638.9476579029337,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24,16s,R26,barcode30,FALSE,sample
R40__barcode44,15332,1309.1301709617132,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18,16s,R40,barcode44,FALSE,sample
R32__barcode36,15332,1397.5424590699677,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3,16s,R32,barcode36,FALSE,sample
R30__barcode34,15332,28,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,32,16s,R30,barcode34,FALSE,sample
R29__barcode33,15332,452.8294405925983,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33,16s,R29,barcode33,FALSE,sample
R06__barcode10,15332,8656.417693631758,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28,16s,R06,barcode10,FALSE,sample
R56__barcode60,15332,110.76886790108064,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R10__barcode14,15332,2310.351128163205,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R31__barcode35,15332,245.5861532789108,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20,16s,R31,barcode35,FALSE,sample
R37__barcode41,15332,219.19776013723668,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
R54__barcode58,15332,526.3695814,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R39__barcode43,15332,944.2944442412812,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,15332,141.04027557362232,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R36__barcode40,15332,17231.198332821485,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11,16s,R36,barcode40,FALSE,sample
R25__barcode29,15332,10408.253801759622,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R16__barcode20,15332,19,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18,16s,R16,barcode20,FALSE,sample
R06__barcode09,15332,9041.636115819709,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30,16s,R06,barcode09,FALSE,sample
R22__barcode26,15332,611.8563354769107,NA,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R45__barcode49,15381,14.034187527921832,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16s,R45,barcode49,FALSE,sample
R04__barcode06,15381,13.999958575798324,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R41__barcode45,15381,25.473917281526717,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R12__barcode16,15381,67.34084618157534,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R19__barcode24,15381,16.826653772801688,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16,16s,R19,barcode24,FALSE,sample
R32__barcode36,15381,211.5603640997496,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3,16s,R32,barcode36,FALSE,sample
R56__barcode60,15381,34.17377586058933,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R10__barcode14,15381,30.75563611215656,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R37__barcode41,15381,20.86084819153336,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
R23__barcode27,15381,30.706301886560503,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17,16s,R23,barcode27,FALSE,sample
R54__barcode58,15381,60.14223148381106,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R11__barcode15,15381,35.39928032511407,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R34__barcode38,15381,25.932966829454276,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12,16s,R34,barcode38,FALSE,sample
R25__barcode29,15381,10.092558171399157,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R05__barcode07,15381,32.28512063712876,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38,16s,R05,barcode07,FALSE,sample
R16__barcode20,15381,26.60282417279181,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18,16s,R16,barcode20,FALSE,sample
R09__barcode13,15381,18.74895667283586,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72,16s,R09,barcode13,FALSE,sample
R01__barcode01,15381,23.274377800751687,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92,16s,R01,barcode01,FALSE,sample
R51__barcode55,15381,64.65680987,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18,16s,R51,barcode55,FALSE,sample
R22__barcode26,15381,46.02397534,NA,Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R47__barcode51,15397,25.01392521740011,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R38__barcode42,15397,344.0182871795534,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14,16s,R38,barcode42,FALSE,sample
R04__barcode06,15397,4617.336145023174,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R41__barcode45,15397,107.61321647267305,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R35__barcode39,15397,13.492879577563787,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2,16s,R35,barcode39,FALSE,sample
R28__barcode32,15397,265.59803081718644,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R42__barcode46,15397,48.93873335,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16s,R42,barcode46,FALSE,sample
R12__barcode16,15397,33.274078415570216,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R07__barcode11,15397,585.5856331944934,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28,16s,R07,barcode11,FALSE,sample
R55__barcode59,15397,455.7470643271231,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29,16s,R55,barcode59,FALSE,sample
R49__barcode53,15397,1523.3951487196005,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.579136,18.194229,Micaelamys_namaquesnsis,male,adult,57,Bush,26.03.2023,31,16s,R49,barcode53,FALSE,sample
R48__barcode52,15397,1788.1221438620707,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16,16s,R48,barcode52,FALSE,sample
R26__barcode30,15397,108.70893447156416,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24,16s,R26,barcode30,FALSE,sample
R40__barcode44,15397,133.54531612778132,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18,16s,R40,barcode44,FALSE,sample
R32__barcode36,15397,298.39159308061727,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3,16s,R32,barcode36,FALSE,sample
R03__barcode05,15397,44.00001156933631,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,0.18,16s,R03,barcode05,FALSE,sample
R29__barcode33,15397,48.90640129004412,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33,16s,R29,barcode33,FALSE,sample
R06__barcode10,15397,5338.329805873913,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28,16s,R06,barcode10,FALSE,sample
R56__barcode60,15397,20.22848041244267,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R10__barcode14,15397,275.5103314832545,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R21__barcode25,15397,1368.8875051027946,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19,16s,R21,barcode25,FALSE,sample
R31__barcode35,15397,57.69944571978849,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20,16s,R31,barcode35,FALSE,sample
R37__barcode41,15397,41.93747143,NA,Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
